zona,campania,clase,lon,lat,fila,col,bloque,set
rio-cuarto,2024-25,0,-64.788789,-32.788193,1801,1314,900006,entrenamiento
rio-cuarto,2024-25,0,-64.727075,-33.912255,5972,1543,2900007,entrenamiento
rio-cuarto,2024-25,0,-64.264083,-32.650751,1291,3261,600016,entrenamiento
rio-cuarto,2024-25,0,-64.277558,-32.924558,2307,3211,1100016,entrenamiento
rio-cuarto,2024-25,0,-64.138229,-33.902015,5934,3728,2900018,entrenamiento
rio-cuarto,2024-25,0,-64.201291,-33.857009,5767,3494,2800017,entrenamiento
rio-cuarto,2024-25,0,-64.701203,-33.698816,5180,1639,2500008,entrenamiento
rio-cuarto,2024-25,0,-64.618468,-33.557062,4654,1946,2300009,entrenamiento
rio-cuarto,2024-25,0,-64.143888,-33.846768,5729,3707,2800018,entrenamiento
rio-cuarto,2024-25,0,-64.875027,-32.750195,1660,994,800004,entrenamiento
rio-cuarto,2024-25,0,-64.585321,-33.626861,4913,2069,2400010,entrenamiento
rio-cuarto,2024-25,0,-64.970428,-33.889887,5889,640,2900003,entrenamiento
rio-cuarto,2024-25,0,-64.799299,-32.953124,2413,1275,1200006,entrenamiento
rio-cuarto,2024-25,0,-64.206681,-33.588592,4771,3474,2300017,entrenamiento
rio-cuarto,2024-25,0,-64.406107,-33.909021,5960,2734,2900013,entrenamiento
rio-cuarto,2024-25,0,-65.030795,-33.103772,2972,416,1400002,entrenamiento
rio-cuarto,2024-25,0,-64.707132,-32.727288,1575,1617,700008,entrenamiento
rio-cuarto,2024-25,0,-64.73489,-33.880994,5856,1514,2900007,entrenamiento
rio-cuarto,2024-25,0,-64.784477,-33.937588,6066,1330,3000006,entrenamiento
rio-cuarto,2024-25,0,-64.202099,-33.737353,5323,3491,2600017,entrenamiento
rio-cuarto,2024-25,0,-64.212879,-33.641952,4969,3451,2400017,entrenamiento
rio-cuarto,2024-25,0,-64.275132,-33.052568,2782,3220,1300016,entrenamiento
rio-cuarto,2024-25,0,-64.987676,-33.020767,2664,576,1300002,entrenamiento
rio-cuarto,2024-25,0,-64.250608,-32.456446,570,3311,200016,entrenamiento
rio-cuarto,2024-25,0,-64.939167,-32.73672,1610,756,800003,entrenamiento
rio-cuarto,2024-25,0,-64.084061,-32.567477,982,3929,400019,entrenamiento
rio-cuarto,2024-25,0,-64.923267,-32.969024,2472,815,1200004,entrenamiento
rio-cuarto,2024-25,0,-65.115416,-33.486993,4394,102,2100000,entrenamiento
rio-cuarto,2024-25,0,-64.951833,-32.977648,2504,709,1200003,entrenamiento
rio-cuarto,2024-25,0,-64.716564,-33.5417,4597,1582,2200007,entrenamiento
rio-cuarto,2024-25,0,-64.856971,-32.891679,2185,1061,1000005,entrenamiento
rio-cuarto,2024-25,0,-64.14847,-33.327722,3803,3690,1900018,entrenamiento
rio-cuarto,2024-25,0,-64.243062,-33.092183,2929,3339,1400016,entrenamiento
rio-cuarto,2024-25,0,-64.964769,-32.996782,2575,661,1200003,entrenamiento
rio-cuarto,2024-25,0,-64.963152,-33.806613,5580,667,2700003,entrenamiento
rio-cuarto,2024-25,0,-64.020729,-33.36033,3924,4164,1900020,entrenamiento
rio-cuarto,2024-25,0,-64.976896,-33.029122,2695,616,1300003,entrenamiento
rio-cuarto,2024-25,0,-64.145775,-33.754601,5387,3700,2600018,entrenamiento
rio-cuarto,2024-25,0,-64.507976,-33.937857,6067,2356,3000011,entrenamiento
rio-cuarto,2024-25,0,-64.162214,-34.069371,6555,3639,3200018,entrenamiento
rio-cuarto,2024-25,0,-64.668055,-33.400485,4073,1762,2000008,entrenamiento
rio-cuarto,2024-25,0,-64.993335,-32.967138,2465,555,1200002,entrenamiento
rio-cuarto,2024-25,0,-64.876375,-32.987619,2541,989,1200004,entrenamiento
rio-cuarto,2024-25,0,-64.851312,-32.691175,1441,1082,700005,entrenamiento
rio-cuarto,2024-25,0,-64.987407,-33.101077,2962,577,1400002,entrenamiento
rio-cuarto,2024-25,0,-64.706593,-32.889523,2177,1619,1000008,entrenamiento
rio-cuarto,2024-25,0,-64.540584,-33.920071,6001,2235,3000011,entrenamiento
rio-cuarto,2024-25,0,-64.841071,-32.72055,1550,1120,700005,entrenamiento
rio-cuarto,2024-25,0,-64.915182,-33.023732,2675,845,1300004,entrenamiento
rio-cuarto,2024-25,0,-65.046156,-33.077092,2873,359,1400001,entrenamiento
rio-cuarto,2024-25,0,-64.041481,-33.879108,5849,4087,2900020,entrenamiento
rio-cuarto,2024-25,0,-64.901438,-32.894374,2195,896,1000004,entrenamiento
rio-cuarto,2024-25,0,-63.914818,-33.262504,3561,4557,1700022,entrenamiento
rio-cuarto,2024-25,0,-64.230666,-33.596947,4802,3385,2400016,entrenamiento
rio-cuarto,2024-25,0,-64.185121,-33.287567,3654,3554,1800017,entrenamiento
rio-cuarto,2024-25,0,-64.930004,-32.975762,2497,790,1200003,entrenamiento
rio-cuarto,2024-25,0,-64.451112,-33.969927,6186,2567,3000012,entrenamiento
rio-cuarto,2024-25,0,-64.419042,-33.329339,3809,2686,1900013,entrenamiento
rio-cuarto,2024-25,0,-64.341428,-33.425818,4167,2974,2000014,entrenamiento
rio-cuarto,2024-25,0,-64.163562,-33.929773,6037,3634,3000018,entrenamiento
rio-cuarto,2024-25,0,-64.00968,-33.623896,4902,4205,2400021,entrenamiento
rio-cuarto,2024-25,0,-64.691771,-32.89653,2203,1674,1100008,entrenamiento
rio-cuarto,2024-25,0,-64.159519,-32.855567,2051,3649,1000018,entrenamiento
rio-cuarto,2024-25,0,-65.04939,-33.544126,4606,347,2300001,entrenamiento
rio-cuarto,2024-25,0,-64.2498,-33.586436,4763,3314,2300016,entrenamiento
rio-cuarto,2024-25,0,-64.731926,-33.520141,4517,1525,2200007,entrenamiento
rio-cuarto,2024-25,0,-65.003576,-33.61096,4854,517,2400002,entrenamiento
rio-cuarto,2024-25,0,-64.861014,-34.064789,6538,1046,3200005,entrenamiento
rio-cuarto,2024-25,0,-64.300465,-32.42222,443,3126,200015,entrenamiento
rio-cuarto,2024-25,0,-64.152782,-33.90956,5962,3674,2900018,entrenamiento
rio-cuarto,2024-25,0,-64.410419,-33.077092,2873,2718,1400013,entrenamiento
rio-cuarto,2024-25,0,-64.155746,-33.548168,4621,3663,2300018,entrenamiento
rio-cuarto,2024-25,0,-65.06529,-33.137997,3099,288,1500001,entrenamiento
rio-cuarto,2024-25,0,-64.922997,-33.593443,4789,816,2300004,entrenamiento
rio-cuarto,2024-25,0,-65.039149,-33.120211,3033,385,1500001,entrenamiento
rio-cuarto,2024-25,0,-63.979766,-33.264929,3570,4316,1700021,entrenamiento
rio-cuarto,2024-25,0,-64.477523,-34.144829,6835,2469,3400012,entrenamiento
rio-cuarto,2024-25,0,-64.196709,-32.4966,719,3511,300017,entrenamiento
rio-cuarto,2024-25,0,-64.747826,-32.863382,2080,1466,1000007,entrenamiento
rio-cuarto,2024-25,0,-64.177575,-33.339579,3847,3582,1900017,entrenamiento
rio-cuarto,2024-25,0,-64.826249,-33.005406,2607,1175,1300005,entrenamiento
rio-cuarto,2024-25,0,-64.144966,-34.119766,6742,3703,3300018,entrenamiento
rio-cuarto,2024-25,0,-64.816277,-32.83778,1985,1212,900006,entrenamiento
rio-cuarto,2024-25,0,-64.861822,-33.542509,4600,1043,2300005,entrenamiento
rio-cuarto,2024-25,0,-65.053972,-33.47271,4341,330,2100001,entrenamiento
rio-cuarto,2024-25,0,-64.137421,-34.080959,6598,3731,3200018,entrenamiento
rio-cuarto,2024-25,0,-64.915721,-33.530112,4554,843,2200004,entrenamiento
rio-cuarto,2024-25,0,-64.467282,-33.817663,5621,2507,2800012,entrenamiento
rio-cuarto,2024-25,0,-64.333882,-32.478544,652,3002,300015,entrenamiento
rio-cuarto,2024-25,0,-64.903055,-33.236363,3464,890,1700004,entrenamiento
rio-cuarto,2024-25,0,-64.22824,-33.664051,5051,3394,2500016,entrenamiento
rio-cuarto,2024-25,0,-64.709558,-32.703842,1488,1608,700008,entrenamiento
rio-cuarto,2024-25,0,-64.399639,-32.549152,914,2758,400013,entrenamiento
rio-cuarto,2024-25,0,-64.911409,-32.676084,1385,859,600004,entrenamiento
rio-cuarto,2024-25,0,-64.971237,-32.991392,2555,637,1200003,entrenamiento
rio-cuarto,2024-25,0,-65.063943,-33.453037,4268,293,2100001,entrenamiento
rio-cuarto,2024-25,0,-64.96423,-33.277326,3616,663,1800003,entrenamiento
rio-cuarto,2024-25,0,-64.845922,-33.033164,2710,1102,1300005,entrenamiento
rio-cuarto,2024-25,0,-63.953625,-33.239866,3477,4413,1700022,entrenamiento
rio-cuarto,2024-25,0,-64.084061,-33.122906,3043,3929,1500019,entrenamiento
rio-cuarto,2024-25,0,-64.763457,-33.336615,3836,1408,1900007,entrenamiento
rio-cuarto,2024-25,0,-64.529535,-32.88575,2163,2276,1000011,entrenamiento
rio-cuarto,2024-25,0,-64.91087,-33.055263,2792,861,1300004,entrenamiento
rio-cuarto,2024-25,0,-63.916166,-33.269241,3586,4552,1700022,entrenamiento
rio-cuarto,2024-25,0,-64.576427,-32.834816,1974,2102,900010,entrenamiento
rio-cuarto,2024-25,0,-64.91087,-32.643205,1263,861,600004,entrenamiento
rio-cuarto,2024-25,0,-64.36703,-33.592904,4787,2879,2300014,entrenamiento
rio-cuarto,2024-25,0,-64.91626,-33.224775,3421,841,1700004,entrenamiento
rio-cuarto,2024-25,0,-64.278905,-32.446744,534,3206,200016,entrenamiento
rio-cuarto,2024-25,0,-64.854815,-33.020228,2662,1069,1300005,entrenamiento
rio-cuarto,2024-25,0,-64.251956,-33.537927,4583,3306,2200016,entrenamiento
rio-cuarto,2024-25,0,-64.92138,-33.143657,3120,822,1500004,entrenamiento
rio-cuarto,2024-25,0,-64.888771,-32.676084,1385,943,600004,entrenamiento
rio-cuarto,2024-25,0,-65.048312,-33.299425,3698,351,1800001,entrenamiento
rio-cuarto,2024-25,0,-64.993335,-33.138806,3102,555,1500002,entrenamiento
rio-cuarto,2024-25,0,-65.092509,-33.959147,6146,187,3000000,entrenamiento
rio-cuarto,2024-25,0,-64.815469,-32.615178,1159,1215,500006,entrenamiento
rio-cuarto,2024-25,0,-65.106793,-33.205371,3349,134,1600000,entrenamiento
rio-cuarto,2024-25,0,-64.413653,-33.193244,3304,2706,1600013,entrenamiento
rio-cuarto,2024-25,0,-64.82032,-32.812178,1890,1197,900005,entrenamiento
rio-cuarto,2024-25,0,-64.321485,-32.841553,1999,3048,900015,entrenamiento
rio-cuarto,2024-25,0,-64.882573,-33.068737,2842,966,1400004,entrenamiento
rio-cuarto,2024-25,0,-64.185121,-33.730347,5297,3554,2600017,entrenamiento
rio-cuarto,2024-25,0,-64.38832,-33.028583,2693,2800,1300014,entrenamiento
rio-cuarto,2024-25,0,-64.444375,-34.074761,6575,2592,3200012,entrenamiento
rio-cuarto,2024-25,0,-65.092509,-33.501276,4447,187,2200000,entrenamiento
rio-cuarto,2024-25,0,-64.305855,-33.510708,4482,3106,2200015,entrenamiento
rio-cuarto,2024-25,0,-64.98579,-33.02454,2678,583,1300002,entrenamiento
rio-cuarto,2024-25,0,-64.910062,-32.884942,2160,864,1000004,entrenamiento
rio-cuarto,2024-25,0,-64.77747,-32.977109,2502,1356,1200006,entrenamiento
rio-cuarto,2024-25,0,-64.934047,-33.025888,2683,775,1300003,entrenamiento
rio-cuarto,2024-25,0,-64.928657,-33.793408,5531,795,2700003,entrenamiento
rio-cuarto,2024-25,0,-64.240907,-32.650751,1291,3347,600016,entrenamiento
rio-cuarto,2024-25,0,-64.08433,-34.0753,6577,3928,3200019,entrenamiento
rio-cuarto,2024-25,0,-64.216921,-33.780473,5483,3436,2700017,entrenamiento
rio-cuarto,2024-25,0,-64.733273,-32.827809,1948,1520,900007,entrenamiento
rio-cuarto,2024-25,0,-64.191319,-33.325566,3795,3531,1800017,entrenamiento
rio-cuarto,2024-25,0,-64.73516,-32.983577,2526,1513,1200007,entrenamiento
rio-cuarto,2024-25,0,-64.579122,-33.684263,5126,2092,2500010,entrenamiento
rio-cuarto,2024-25,0,-64.738394,-32.947195,2391,1501,1100007,entrenamiento
rio-cuarto,2024-25,0,-64.214766,-33.812542,5602,3444,2800017,entrenamiento
rio-cuarto,2024-25,0,-64.899012,-32.740762,1625,905,800004,entrenamiento
rio-cuarto,2024-25,0,-64.899551,-32.847482,2021,903,1000004,entrenamiento
rio-cuarto,2024-25,0,-64.726536,-33.345239,3868,1545,1900007,entrenamiento
rio-cuarto,2024-25,0,-65.074453,-33.637371,4952,254,2400001,entrenamiento
rio-cuarto,2024-25,0,-64.352208,-34.077995,6587,2934,3200014,entrenamiento
rio-cuarto,2024-25,0,-64.234169,-33.699624,5183,3372,2500016,entrenamiento
rio-cuarto,2024-25,0,-65.070411,-33.631981,4932,269,2400001,entrenamiento
rio-cuarto,2024-25,0,-64.630865,-33.12075,3035,1900,1500009,entrenamiento
rio-cuarto,2024-25,0,-64.766421,-32.898417,2210,1397,1100006,entrenamiento
rio-cuarto,2024-25,0,-64.755102,-33.346856,3874,1439,1900007,entrenamiento
rio-cuarto,2024-25,0,-64.936742,-32.965251,2458,765,1200003,entrenamiento
rio-cuarto,2024-25,0,-65.041036,-33.068468,2841,378,1400001,entrenamiento
rio-cuarto,2024-25,0,-64.469707,-33.903362,5939,2498,2900012,entrenamiento
rio-cuarto,2024-25,0,-64.710097,-33.705284,5204,1606,2600008,entrenamiento
rio-cuarto,2024-25,0,-64.09511,-34.188757,6998,3888,3400019,entrenamiento
rio-cuarto,2024-25,0,-64.314748,-32.479083,654,3073,300015,entrenamiento
rio-cuarto,2024-25,0,-64.199404,-33.706362,5208,3501,2600017,entrenamiento
rio-cuarto,2024-25,0,-64.851851,-33.363834,3937,1080,1900005,entrenamiento
rio-cuarto,2024-25,0,-64.443836,-33.89905,5923,2594,2900012,entrenamiento
rio-cuarto,2024-25,0,-64.451651,-33.82467,5647,2565,2800012,entrenamiento
rio-cuarto,2024-25,0,-64.566186,-33.558678,4660,2140,2300010,entrenamiento
rio-cuarto,2024-25,0,-64.281331,-32.606554,1127,3197,500015,entrenamiento
rio-cuarto,2024-25,0,-64.322563,-33.583741,4753,3044,2300015,entrenamiento
rio-cuarto,2024-25,0,-64.323911,-32.713543,1524,3039,700015,entrenamiento
rio-cuarto,2024-25,0,-64.199943,-33.636562,4949,3499,2400017,entrenamiento
rio-cuarto,2024-25,0,-64.739741,-33.877221,5842,1496,2900007,entrenamiento
rio-cuarto,2024-25,0,-65.085772,-33.152281,3152,212,1500001,entrenamiento
rio-cuarto,2024-25,0,-64.585051,-34.102519,6678,2070,3300010,entrenamiento
rio-cuarto,2024-25,0,-65.03376,-33.130452,3071,405,1500002,entrenamiento
rio-cuarto,2024-25,0,-64.95911,-33.145004,3125,682,1500003,entrenamiento
rio-cuarto,2024-25,0,-64.477523,-33.873987,5830,2469,2900012,entrenamiento
rio-cuarto,2024-25,0,-64.662935,-34.131624,6786,1781,3300008,entrenamiento
rio-cuarto,2024-25,0,-65.004115,-33.897433,5917,515,2900002,entrenamiento
rio-cuarto,2024-25,0,-64.381313,-33.41369,4122,2826,2000014,entrenamiento
rio-cuarto,2024-25,0,-64.68153,-33.778047,5474,1712,2700008,entrenamiento
rio-cuarto,2024-25,0,-64.107776,-33.199173,3326,3841,1600019,entrenamiento
rio-cuarto,2024-25,0,-64.146583,-33.848116,5734,3697,2800018,entrenamiento
rio-cuarto,2024-25,0,-64.137151,-33.846229,5727,3732,2800018,entrenamiento
rio-cuarto,2024-25,0,-64.915451,-33.047717,2764,844,1300004,entrenamiento
rio-cuarto,2024-25,0,-64.905211,-32.76852,1728,882,800004,entrenamiento
rio-cuarto,2024-25,0,-64.914912,-32.959053,2435,846,1200004,entrenamiento
rio-cuarto,2024-25,0,-64.938628,-32.75289,1670,758,800003,entrenamiento
rio-cuarto,2024-25,0,-64.423893,-33.226661,3428,2668,1700013,entrenamiento
rio-cuarto,2024-25,0,-64.865325,-32.812448,1891,1030,900005,entrenamiento
rio-cuarto,2024-25,0,-64.965847,-33.895547,5910,657,2900003,entrenamiento
rio-cuarto,2024-25,0,-64.798491,-32.971719,2482,1278,1200006,entrenamiento
rio-cuarto,2024-25,0,-64.835681,-33.958069,6142,1140,3000005,entrenamiento
rio-cuarto,2024-25,0,-64.887424,-33.798798,5551,948,2700004,entrenamiento
rio-cuarto,2024-25,0,-64.295614,-32.824306,1935,3144,900015,entrenamiento
rio-cuarto,2024-25,0,-64.972315,-33.894738,5907,633,2900003,entrenamiento
rio-cuarto,2024-25,0,-64.289955,-33.5258,4538,3165,2200015,entrenamiento
rio-cuarto,2024-25,0,-64.18027,-34.142943,6828,3572,3400017,entrenamiento
rio-cuarto,2024-25,0,-64.178923,-33.685071,5129,3577,2500017,entrenamiento
rio-cuarto,2024-25,0,-64.151973,-33.894469,5906,3677,2900018,entrenamiento
rio-cuarto,2024-25,0,-64.035013,-33.639527,4960,4111,2400020,entrenamiento
rio-cuarto,2024-25,0,-64.944287,-33.005406,2607,737,1300003,entrenamiento
rio-cuarto,2024-25,0,-64.316634,-32.600895,1106,3066,500015,entrenamiento
rio-cuarto,2024-25,0,-64.034204,-34.081228,6599,4114,3200020,entrenamiento
rio-cuarto,2024-25,0,-63.953086,-33.336345,3835,4415,1900022,entrenamiento
rio-cuarto,2024-25,0,-64.87341,-33.559756,4664,1000,2300005,entrenamiento
rio-cuarto,2024-25,0,-65.106793,-33.436867,4208,134,2100000,entrenamiento
rio-cuarto,2024-25,0,-65.005193,-33.106467,2982,511,1400002,entrenamiento
rio-cuarto,2024-25,0,-64.424702,-33.012143,2632,2665,1300013,entrenamiento
rio-cuarto,2024-25,0,-64.469438,-33.816585,5617,2499,2800012,entrenamiento
rio-cuarto,2024-25,0,-64.882304,-32.679048,1396,967,600004,entrenamiento
rio-cuarto,2024-25,0,-64.157902,-33.825748,5651,3655,2800018,entrenamiento
rio-cuarto,2024-25,0,-64.810888,-32.845596,2014,1232,1000006,entrenamiento
rio-cuarto,2024-25,0,-64.911409,-32.968485,2470,859,1200004,entrenamiento
rio-cuarto,2024-25,0,-64.812774,-32.918898,2286,1225,1100006,entrenamiento
rio-cuarto,2024-25,0,-64.759953,-33.523375,4529,1421,2200007,entrenamiento
rio-cuarto,2024-25,0,-64.856971,-32.932104,2335,1061,1100005,entrenamiento
rio-cuarto,2024-25,0,-64.900629,-33.022384,2670,899,1300004,entrenamiento
rio-cuarto,2024-25,0,-64.519294,-33.930312,6039,2314,3000011,entrenamiento
rio-cuarto,2024-25,0,-64.76184,-33.339849,3848,1414,1900007,entrenamiento
rio-cuarto,2024-25,0,-64.535195,-32.801399,1850,2255,900011,entrenamiento
rio-cuarto,2024-25,0,-64.12691,-33.965076,6168,3770,3000018,entrenamiento
rio-cuarto,2024-25,0,-64.635177,-34.162077,6899,1884,3400009,entrenamiento
rio-cuarto,2024-25,0,-64.841879,-32.826731,1944,1117,900005,entrenamiento
rio-cuarto,2024-25,0,-64.427397,-34.018436,6366,2655,3100013,entrenamiento
rio-cuarto,2024-25,0,-64.898473,-32.886559,2166,907,1000004,entrenamiento
rio-cuarto,2024-25,0,-64.755641,-33.886114,5875,1437,2900007,entrenamiento
rio-cuarto,2024-25,0,-65.012739,-33.473518,4344,483,2100002,entrenamiento
rio-cuarto,2024-25,0,-64.483721,-33.998224,6291,2446,3100012,entrenamiento
rio-cuarto,2024-25,0,-65.000881,-34.019245,6369,527,3100002,entrenamiento
rio-cuarto,2024-25,0,-64.987676,-33.07251,2856,576,1400002,entrenamiento
rio-cuarto,2024-25,0,-64.7454,-33.896086,5912,1475,2900007,entrenamiento
rio-cuarto,2024-25,0,-64.145236,-33.632789,4935,3702,2400018,entrenamiento
rio-cuarto,2024-25,0,-64.762918,-32.853142,2042,1410,1000007,entrenamiento
rio-cuarto,2024-25,0,-64.866673,-32.898686,2211,1025,1100005,entrenamiento
rio-cuarto,2024-25,0,-65.079035,-33.292687,3673,237,1800001,entrenamiento
rio-cuarto,2024-25,0,-64.513635,-33.409109,4105,2335,2000011,entrenamiento
rio-cuarto,2024-25,0,-64.124754,-33.44064,4222,3778,2100018,entrenamiento
rio-cuarto,2024-25,0,-63.929101,-33.398868,4067,4504,2000022,entrenamiento
rio-cuarto,2024-25,0,-64.810618,-32.903268,2228,1233,1100006,entrenamiento
rio-cuarto,2024-25,0,-64.945365,-33.490496,4407,733,2200003,entrenamiento
rio-cuarto,2024-25,0,-65.030256,-33.900667,5929,418,2900002,entrenamiento
rio-cuarto,2024-25,0,-64.933238,-32.772563,1743,778,800003,entrenamiento
rio-cuarto,2024-25,0,-64.403681,-33.067929,2839,2743,1400013,entrenamiento
rio-cuarto,2024-25,0,-64.82544,-32.817838,1911,1178,900005,entrenamiento
rio-cuarto,2024-25,0,-64.369186,-32.674197,1378,2871,600014,entrenamiento
rio-cuarto,2024-25,0,-64.861283,-33.593982,4791,1045,2300005,entrenamiento
rio-cuarto,2024-25,0,-64.151165,-33.815776,5614,3680,2800018,entrenamiento
rio-cuarto,2024-25,0,-64.674793,-34.058591,6515,1737,3200008,entrenamiento
rio-cuarto,2024-25,0,-64.255998,-34.14429,6833,3291,3400016,entrenamiento
rio-cuarto,2024-25,0,-64.197248,-33.540083,4591,3509,2200017,entrenamiento
rio-cuarto,2024-25,0,-64.177845,-33.691809,5154,3581,2500017,entrenamiento
rio-cuarto,2024-25,0,-64.153321,-33.920879,6004,3672,3000018,entrenamiento
rio-cuarto,2024-25,0,-64.354633,-33.898242,5920,2925,2900014,entrenamiento
rio-cuarto,2024-25,0,-65.049929,-33.39779,4063,345,2000001,entrenamiento
rio-cuarto,2024-25,0,-65.008697,-33.885036,5871,498,2900002,entrenamiento
rio-cuarto,2024-25,0,-64.315018,-32.391497,329,3072,100015,entrenamiento
rio-cuarto,2024-25,0,-64.576427,-33.907943,5956,2102,2900010,entrenamiento
rio-cuarto,2024-25,0,-64.640836,-33.563529,4678,1863,2300009,entrenamiento
rio-cuarto,2024-25,0,-64.882034,-33.033164,2710,968,1300004,entrenamiento
rio-cuarto,2024-25,0,-64.911948,-33.805805,5577,857,2700004,entrenamiento
rio-cuarto,2024-25,0,-64.821398,-33.11536,3015,1193,1500005,entrenamiento
rio-cuarto,2024-25,0,-64.214496,-33.246065,3500,3445,1700017,entrenamiento
rio-cuarto,2024-25,0,-64.415,-33.123984,3047,2701,1500013,entrenamiento
rio-cuarto,2024-25,0,-64.422546,-33.950254,6113,2673,3000013,entrenamiento
rio-cuarto,2024-25,0,-65.117572,-33.734928,5314,94,2600000,entrenamiento
rio-cuarto,2024-25,0,-64.982825,-32.936146,2350,594,1100002,entrenamiento
rio-cuarto,2024-25,0,-65.027561,-33.561373,4670,428,2300002,entrenamiento
rio-cuarto,2024-25,0,-64.935394,-33.145274,3126,770,1500003,entrenamiento
rio-cuarto,2024-25,0,-64.453807,-33.966693,6174,2557,3000012,entrenamiento
rio-cuarto,2024-25,0,-65.060709,-33.144735,3124,305,1500001,entrenamiento
rio-cuarto,2024-25,0,-64.301273,-32.584995,1047,3123,500015,entrenamiento
rio-cuarto,2024-25,0,-64.865864,-32.60359,1116,1028,500005,entrenamiento
rio-cuarto,2024-25,0,-64.952642,-33.143657,3120,706,1500003,entrenamiento
rio-cuarto,2024-25,0,-64.478331,-33.654888,5017,2466,2500012,entrenamiento
rio-cuarto,2024-25,0,-64.710366,-33.742474,5342,1605,2600008,entrenamiento
rio-cuarto,2024-25,0,-64.709558,-33.710673,5224,1608,2600008,entrenamiento
rio-cuarto,2024-25,0,-64.184852,-33.773196,5456,3555,2700017,entrenamiento
rio-cuarto,2024-25,0,-64.247644,-33.678065,5103,3322,2500016,entrenamiento
rio-cuarto,2024-25,0,-64.92138,-32.91782,2282,822,1100004,entrenamiento
rio-cuarto,2024-25,0,-64.154129,-33.533885,4568,3669,2200018,entrenamiento
rio-cuarto,2024-25,0,-64.191319,-34.191452,7008,3531,3500017,entrenamiento
rio-cuarto,2024-25,0,-64.579661,-33.277057,3615,2090,1800010,entrenamiento
rio-cuarto,2024-25,0,-64.74001,-32.639163,1248,1495,600007,entrenamiento
rio-cuarto,2024-25,0,-64.792562,-32.622724,1187,1300,500006,entrenamiento
rio-cuarto,2024-25,0,-64.28699,-32.622454,1186,3176,500015,entrenamiento
