zona,campania,clase,lon,lat,fila,col,bloque,set
pergamino,2024-25,0,-60.376624,-33.914681,1390,2101,600010,entrenamiento
pergamino,2024-25,0,-60.747179,-33.929773,1446,726,700003,entrenamiento
pergamino,2024-25,0,-60.859288,-33.729808,704,310,300001,entrenamiento
pergamino,2024-25,0,-60.814013,-33.942439,1493,478,700002,entrenamiento
pergamino,2024-25,0,-60.546405,-33.917106,1399,1471,600007,entrenamiento
pergamino,2024-25,0,-60.844466,-33.635215,353,365,100001,entrenamiento
pergamino,2024-25,0,-60.369078,-33.929503,1445,2129,700010,entrenamiento
pergamino,2024-25,0,-60.292272,-33.816854,1027,2414,500012,entrenamiento
pergamino,2024-25,0,-60.582518,-33.929773,1446,1337,700006,entrenamiento
pergamino,2024-25,0,-60.565809,-33.738701,737,1399,300006,entrenamiento
pergamino,2024-25,0,-60.224898,-33.681029,523,2664,200013,entrenamiento
pergamino,2024-25,0,-60.891628,-33.817393,1029,190,500000,entrenamiento
pergamino,2024-25,0,-60.515952,-33.659469,443,1584,200007,entrenamiento
pergamino,2024-25,0,-60.374737,-33.784245,906,2108,400010,entrenamiento
pergamino,2024-25,0,-60.803234,-33.833563,1089,518,500002,entrenamiento
pergamino,2024-25,0,-60.5491,-33.71229,639,1461,300007,entrenamiento
pergamino,2024-25,0,-60.55449,-33.722801,678,1441,300007,entrenamiento
pergamino,2024-25,0,-60.835842,-33.558948,70,397,1,entrenamiento
pergamino,2024-25,0,-60.405999,-33.855662,1171,1992,500009,entrenamiento
pergamino,2024-25,0,-60.284995,-33.922496,1419,2441,700012,entrenamiento
pergamino,2024-25,0,-60.599765,-33.927617,1438,1273,700006,entrenamiento
pergamino,2024-25,0,-60.60246,-33.919262,1407,1263,700006,entrenamiento
pergamino,2024-25,0,-60.832069,-33.561912,81,411,2,entrenamiento
pergamino,2024-25,0,-60.756611,-33.943786,1498,691,700003,entrenamiento
pergamino,2024-25,0,-60.404651,-33.848385,1144,1997,500009,entrenamiento
pergamino,2024-25,0,-60.532392,-33.698816,589,1523,200007,entrenamiento
pergamino,2024-25,0,-60.297123,-33.831138,1080,2396,500011,entrenamiento
pergamino,2024-25,0,-60.730201,-33.907674,1364,789,600003,entrenamiento
pergamino,2024-25,0,-60.511371,-33.869406,1222,1601,600008,entrenamiento
pergamino,2024-25,0,-60.834495,-33.55275,47,402,2,entrenamiento
pergamino,2024-25,0,-60.560149,-33.945403,1504,1420,700007,entrenamiento
pergamino,2024-25,0,-60.49601,-33.648151,401,1658,200008,entrenamiento
pergamino,2024-25,0,-60.70891,-33.878299,1255,868,600004,entrenamiento
pergamino,2024-25,0,-60.585212,-33.757565,807,1327,400006,entrenamiento
pergamino,2024-25,0,-60.524037,-33.660817,448,1554,200007,entrenamiento
pergamino,2024-25,0,-60.709719,-33.937588,1475,865,700004,entrenamiento
pergamino,2024-25,0,-60.515683,-33.64842,402,1585,200007,entrenamiento
pergamino,2024-25,0,-60.518378,-34.026791,1806,1575,900007,entrenamiento
pergamino,2024-25,0,-60.817786,-33.738701,737,464,300002,entrenamiento
pergamino,2024-25,0,-60.217891,-33.761338,821,2690,400013,entrenamiento
pergamino,2024-25,0,-60.724811,-33.977204,1622,809,800004,entrenamiento
pergamino,2024-25,0,-60.563114,-33.660008,445,1409,200007,entrenamiento
pergamino,2024-25,0,-60.707024,-33.944325,1500,875,700004,entrenamiento
pergamino,2024-25,0,-60.233522,-33.761608,822,2632,400013,entrenamiento
pergamino,2024-25,0,-60.886507,-33.562451,83,209,1,entrenamiento
pergamino,2024-25,0,-60.6507,-33.674292,498,1084,200005,entrenamiento
pergamino,2024-25,0,-60.778171,-33.933815,1461,611,700003,entrenamiento
pergamino,2024-25,0,-60.581979,-33.981246,1637,1339,800006,entrenamiento
pergamino,2024-25,0,-60.328923,-33.818202,1032,2278,500011,entrenamiento
pergamino,2024-25,0,-60.273138,-33.969658,1594,2485,700012,entrenamiento
pergamino,2024-25,0,-60.6666,-33.696929,582,1025,200005,entrenamiento
pergamino,2024-25,0,-60.729123,-33.914142,1388,793,600003,entrenamiento
pergamino,2024-25,0,-60.555568,-34.021131,1785,1437,800007,entrenamiento
pergamino,2024-25,0,-60.404921,-33.998763,1702,1996,800009,entrenamiento
pergamino,2024-25,0,-60.530775,-33.731155,709,1529,300007,entrenamiento
pergamino,2024-25,0,-60.534817,-33.722531,677,1514,300007,entrenamiento
pergamino,2024-25,0,-60.721038,-33.863746,1201,823,600004,entrenamiento
pergamino,2024-25,0,-60.773589,-33.592096,193,628,3,entrenamiento
pergamino,2024-25,0,-60.560419,-33.997685,1698,1419,800007,entrenamiento
pergamino,2024-25,0,-60.830183,-33.628478,328,418,100002,entrenamiento
pergamino,2024-25,0,-60.575241,-33.921418,1415,1364,700006,entrenamiento
pergamino,2024-25,0,-60.544788,-33.955375,1541,1477,700007,entrenamiento
pergamino,2024-25,0,-60.796766,-33.836258,1099,542,500002,entrenamiento
pergamino,2024-25,0,-60.835303,-33.625783,318,399,100001,entrenamiento
pergamino,2024-25,0,-60.760114,-33.965346,1578,678,700003,entrenamiento
pergamino,2024-25,0,-60.820751,-33.847577,1141,453,500002,entrenamiento
pergamino,2024-25,0,-60.405999,-33.855931,1172,1992,500009,entrenamiento
pergamino,2024-25,0,-60.609197,-33.992026,1677,1238,800006,entrenamiento
pergamino,2024-25,0,-60.707024,-33.588592,180,875,4,entrenamiento
pergamino,2024-25,0,-60.285534,-33.866711,1212,2439,600012,entrenamiento
pergamino,2024-25,0,-60.219239,-33.673483,495,2685,200013,entrenamiento
pergamino,2024-25,0,-60.274216,-33.945403,1504,2481,700012,entrenamiento
pergamino,2024-25,0,-60.638842,-33.694504,573,1128,200005,entrenamiento
pergamino,2024-25,0,-60.55449,-33.717411,658,1441,300007,entrenamiento
pergamino,2024-25,0,-60.820481,-33.622549,306,454,100002,entrenamiento
pergamino,2024-25,0,-60.260202,-33.996607,1694,2533,800012,entrenamiento
pergamino,2024-25,0,-60.637494,-33.695582,577,1133,200005,entrenamiento
pergamino,2024-25,0,-60.749604,-33.90956,1371,717,600003,entrenamiento
pergamino,2024-25,0,-60.67172,-33.701241,598,1006,200005,entrenamiento
pergamino,2024-25,0,-60.721846,-33.900398,1337,820,600004,entrenamiento
pergamino,2024-25,0,-60.606233,-33.991756,1676,1249,800006,entrenamiento
pergamino,2024-25,0,-60.331888,-33.683185,531,2267,200011,entrenamiento
pergamino,2024-25,0,-60.380127,-33.761338,821,2088,400010,entrenamiento
pergamino,2024-25,0,-60.480649,-33.711482,636,1715,300008,entrenamiento
pergamino,2024-25,0,-60.729662,-33.90956,1371,791,600003,entrenamiento
pergamino,2024-25,0,-60.85336,-33.555714,58,332,1,entrenamiento
pergamino,2024-25,0,-60.825602,-33.560295,75,435,2,entrenamiento
pergamino,2024-25,0,-60.23972,-33.765111,835,2609,400013,entrenamiento
pergamino,2024-25,0,-60.556916,-33.942169,1492,1432,700007,entrenamiento
pergamino,2024-25,0,-60.781405,-33.591018,189,599,2,entrenamiento
pergamino,2024-25,0,-60.555299,-33.826556,1063,1438,500007,entrenamiento
pergamino,2024-25,0,-60.360184,-33.812003,1009,2162,500010,entrenamiento
pergamino,2024-25,0,-60.525115,-33.900128,1336,1550,600007,entrenamiento
pergamino,2024-25,0,-60.777632,-33.587514,176,613,3,entrenamiento
pergamino,2024-25,0,-60.589794,-33.870484,1226,1310,600006,entrenamiento
pergamino,2024-25,0,-60.824254,-33.631981,341,440,100002,entrenamiento
pergamino,2024-25,0,-60.657706,-33.682376,528,1058,200005,entrenamiento
pergamino,2024-25,0,-60.246997,-33.692887,567,2582,200012,entrenamiento
pergamino,2024-25,0,-60.802156,-33.562721,84,522,2,entrenamiento
pergamino,2024-25,0,-60.567156,-33.94702,1510,1394,700006,entrenamiento
pergamino,2024-25,0,-60.269904,-33.904979,1354,2497,600012,entrenamiento
pergamino,2024-25,0,-60.561227,-33.672136,490,1416,200007,entrenamiento
pergamino,2024-25,0,-60.362879,-33.810117,1002,2152,500010,entrenamiento
pergamino,2024-25,0,-60.279336,-34.004692,1724,2462,800012,entrenamiento
pergamino,2024-25,0,-60.424594,-33.720375,669,1923,300009,entrenamiento
pergamino,2024-25,0,-60.631835,-33.88315,1273,1154,600005,entrenamiento
pergamino,2024-25,0,-60.699209,-33.883419,1274,904,600004,entrenamiento
pergamino,2024-25,0,-60.413005,-33.668363,476,1966,200009,entrenamiento
pergamino,2024-25,0,-60.426211,-33.644917,389,1917,100009,entrenamiento
pergamino,2024-25,0,-60.746101,-33.926269,1433,730,700003,entrenamiento
pergamino,2024-25,0,-60.476337,-33.709595,629,1731,300008,entrenamiento
pergamino,2024-25,0,-60.637764,-34.006039,1729,1132,800005,entrenamiento
pergamino,2024-25,0,-60.751221,-33.910908,1376,711,600003,entrenamiento
pergamino,2024-25,0,-60.800539,-33.814429,1018,528,500002,entrenamiento
pergamino,2024-25,0,-60.715378,-33.932737,1457,844,700004,entrenamiento
pergamino,2024-25,0,-60.698131,-33.916567,1397,908,600004,entrenamiento
pergamino,2024-25,0,-60.609467,-33.910099,1373,1237,600006,entrenamiento
pergamino,2024-25,0,-60.556916,-33.984749,1650,1432,800007,entrenamiento
pergamino,2024-25,0,-60.538859,-33.666746,470,1499,200007,entrenamiento
pergamino,2024-25,0,-60.531314,-33.954566,1538,1527,700007,entrenamiento
pergamino,2024-25,0,-60.789489,-33.7767,878,569,400002,entrenamiento
pergamino,2024-25,0,-60.587638,-33.757296,806,1318,400006,entrenamiento
pergamino,2024-25,0,-60.827219,-33.807152,991,429,400002,entrenamiento
pergamino,2024-25,0,-60.409771,-34.030025,1818,1978,900009,entrenamiento
pergamino,2024-25,0,-60.441841,-34.06452,1946,1859,900009,entrenamiento
pergamino,2024-25,0,-60.700556,-33.599103,219,899,100004,entrenamiento
pergamino,2024-25,0,-60.561227,-33.668363,476,1416,200007,entrenamiento
pergamino,2024-25,0,-60.518647,-33.863746,1201,1574,600007,entrenamiento
pergamino,2024-25,0,-60.686542,-33.932198,1455,951,700004,entrenamiento
pergamino,2024-25,0,-60.494932,-33.903901,1350,1662,600008,entrenamiento
pergamino,2024-25,0,-60.473642,-33.656775,433,1741,200008,entrenamiento
pergamino,2024-25,0,-60.516491,-33.97909,1629,1582,800007,entrenamiento
pergamino,2024-25,0,-60.689507,-33.895547,1319,940,600004,entrenamiento
pergamino,2024-25,0,-60.252926,-33.69127,561,2560,200012,entrenamiento
pergamino,2024-25,0,-60.481457,-33.708787,626,1712,300008,entrenamiento
pergamino,2024-25,0,-60.51191,-33.647881,400,1599,200007,entrenamiento
pergamino,2024-25,0,-60.551795,-33.935162,1466,1451,700007,entrenamiento
pergamino,2024-25,0,-60.642884,-33.673753,496,1113,200005,entrenamiento
pergamino,2024-25,0,-60.487925,-33.72846,699,1688,300008,entrenamiento
pergamino,2024-25,0,-60.219239,-33.786671,915,2685,400013,entrenamiento
pergamino,2024-25,0,-60.416778,-34.028138,1811,1952,900009,entrenamiento
pergamino,2024-25,0,-60.486847,-34.146716,2251,1692,1100008,entrenamiento
pergamino,2024-25,0,-60.674685,-33.605032,241,995,100004,entrenamiento
pergamino,2024-25,0,-60.408424,-33.869945,1224,1983,600009,entrenamiento
pergamino,2024-25,0,-60.462323,-33.75541,799,1783,300008,entrenamiento
pergamino,2024-25,0,-60.581709,-34.079881,2003,1340,1000006,entrenamiento
pergamino,2024-25,0,-60.529966,-33.965615,1579,1532,700007,entrenamiento
pergamino,2024-25,0,-60.535086,-33.730347,706,1513,300007,entrenamiento
pergamino,2024-25,0,-60.641267,-33.913872,1387,1119,600005,entrenamiento
pergamino,2024-25,0,-60.827219,-33.838683,1108,429,500002,entrenamiento
pergamino,2024-25,0,-60.655012,-33.950793,1524,1068,700005,entrenamiento
pergamino,2024-25,0,-60.600035,-33.735197,724,1272,300006,entrenamiento
pergamino,2024-25,0,-60.466635,-33.739509,740,1767,300008,entrenamiento
pergamino,2024-25,0,-60.658784,-33.769693,852,1054,400005,entrenamiento
pergamino,2024-25,0,-60.613509,-34.049159,1889,1222,900006,entrenamiento
pergamino,2024-25,0,-60.586829,-33.884497,1278,1321,600006,entrenamiento
pergamino,2024-25,0,-60.583056,-33.873448,1237,1335,600006,entrenamiento
pergamino,2024-25,0,-60.502478,-33.933006,1458,1634,700008,entrenamiento
pergamino,2024-25,0,-60.564461,-33.734658,722,1404,300007,entrenamiento
pergamino,2024-25,0,-60.544249,-33.654349,424,1479,200007,entrenamiento
pergamino,2024-25,0,-60.870068,-33.736006,727,270,300001,entrenamiento
pergamino,2024-25,0,-60.449118,-33.892313,1307,1832,600009,entrenamiento
pergamino,2024-25,0,-60.643962,-33.889079,1295,1109,600005,entrenamiento
pergamino,2024-25,0,-60.537242,-33.870484,1226,1505,600007,entrenamiento
pergamino,2024-25,0,-60.842041,-33.563529,87,374,1,entrenamiento
pergamino,2024-25,0,-60.27718,-33.881802,1268,2470,600012,entrenamiento
pergamino,2024-25,0,-60.524846,-33.660817,448,1551,200007,entrenamiento
pergamino,2024-25,0,-60.807276,-33.558678,69,503,2,entrenamiento
pergamino,2024-25,0,-60.830722,-33.617698,288,416,100002,entrenamiento
pergamino,2024-25,0,-60.682769,-33.588592,180,965,4,entrenamiento
pergamino,2024-25,0,-60.615126,-33.752176,787,1216,300006,entrenamiento
pergamino,2024-25,0,-60.807545,-33.76026,817,502,400002,entrenamiento
pergamino,2024-25,0,-60.696244,-33.923035,1421,915,700004,entrenamiento
pergamino,2024-25,0,-60.411658,-34.028138,1811,1971,900009,entrenamiento
pergamino,2024-25,0,-60.368269,-33.790444,929,2132,400010,entrenamiento
pergamino,2024-25,0,-60.435912,-33.689653,555,1881,200009,entrenamiento
pergamino,2024-25,0,-60.273407,-33.97936,1630,2484,800012,entrenamiento
pergamino,2024-25,0,-60.712414,-33.619315,294,855,100004,entrenamiento
pergamino,2024-25,0,-60.58629,-33.934893,1465,1323,700006,entrenamiento
pergamino,2024-25,0,-60.580092,-34.113837,2129,1346,1000006,entrenamiento
pergamino,2024-25,0,-60.519186,-34.033258,1830,1572,900007,entrenamiento
pergamino,2024-25,0,-60.413544,-33.850002,1150,1964,500009,entrenamiento
pergamino,2024-25,0,-60.545597,-33.921149,1414,1474,700007,entrenamiento
pergamino,2024-25,0,-60.791645,-33.834371,1092,561,500002,entrenamiento
pergamino,2024-25,0,-60.587368,-33.876143,1247,1319,600006,entrenamiento
pergamino,2024-25,0,-60.349674,-33.820897,1042,2201,500011,entrenamiento
pergamino,2024-25,0,-60.2664,-34.005231,1726,2510,800012,entrenamiento
pergamino,2024-25,0,-60.812666,-33.783167,902,483,400002,entrenamiento
pergamino,2024-25,0,-60.351022,-33.695043,575,2196,200010,entrenamiento
pergamino,2024-25,0,-60.877614,-33.883958,1276,242,600001,entrenamiento
pergamino,2024-25,0,-60.77332,-33.873718,1238,629,600003,entrenamiento
pergamino,2024-25,0,-60.476067,-33.693965,571,1732,200008,entrenamiento
pergamino,2024-25,0,-60.438068,-33.985019,1651,1873,800009,entrenamiento
pergamino,2024-25,0,-60.486038,-33.715524,651,1695,300008,entrenamiento
pergamino,2024-25,0,-60.630218,-33.671866,489,1160,200005,entrenamiento
pergamino,2024-25,0,-60.309789,-33.810656,1004,2349,500011,entrenamiento
pergamino,2024-25,0,-60.801347,-33.565685,95,525,2,entrenamiento
pergamino,2024-25,0,-60.473911,-33.657852,437,1740,200008,entrenamiento
pergamino,2024-25,0,-60.285534,-33.916567,1397,2439,600012,entrenamiento
pergamino,2024-25,0,-60.787603,-33.580238,149,576,2,entrenamiento
pergamino,2024-25,0,-60.562305,-33.652193,416,1412,200007,entrenamiento
pergamino,2024-25,0,-60.795418,-33.924652,1427,547,700002,entrenamiento
pergamino,2024-25,0,-60.576319,-33.959417,1556,1360,700006,entrenamiento
pergamino,2024-25,0,-60.556377,-33.859165,1184,1434,500007,entrenamiento
pergamino,2024-25,0,-60.555029,-33.732233,713,1439,300007,entrenamiento
pergamino,2024-25,0,-60.648005,-33.670519,484,1094,200005,entrenamiento
pergamino,2024-25,0,-60.807545,-33.832215,1084,502,500002,entrenamiento
pergamino,2024-25,0,-60.284726,-33.705553,614,2442,300012,entrenamiento
pergamino,2024-25,0,-60.588985,-33.978012,1625,1313,800006,entrenamiento
pergamino,2024-25,0,-60.902947,-33.824939,1057,148,500000,entrenamiento
pergamino,2024-25,0,-60.491967,-33.651654,414,1673,200008,entrenamiento
pergamino,2024-25,0,-60.530775,-33.719567,666,1529,300007,entrenamiento
pergamino,2024-25,0,-60.912379,-33.830868,1079,113,500000,entrenamiento
pergamino,2024-25,0,-60.387403,-33.925191,1429,2061,700010,entrenamiento
pergamino,2024-25,0,-60.661749,-33.887192,1288,1043,600005,entrenamiento
pergamino,2024-25,0,-60.815091,-33.725226,687,474,300002,entrenamiento
pergamino,2024-25,0,-60.515144,-34.134858,2207,1587,1100007,entrenamiento
pergamino,2024-25,0,-60.653664,-33.805536,985,1073,400005,entrenamiento
pergamino,2024-25,0,-60.427289,-33.646264,394,1913,100009,entrenamiento
pergamino,2024-25,0,-60.736129,-33.894199,1314,767,600003,entrenamiento
pergamino,2024-25,0,-60.61863,-34.003884,1721,1203,800006,entrenamiento
pergamino,2024-25,0,-60.671181,-34.003345,1719,1008,800005,entrenamiento
pergamino,2024-25,0,-60.48011,-33.961303,1563,1717,700008,entrenamiento
pergamino,2024-25,0,-60.896209,-33.874796,1242,173,600000,entrenamiento
pergamino,2024-25,0,-60.587638,-33.758374,810,1318,400006,entrenamiento
pergamino,2024-25,0,-60.817247,-33.640335,372,466,100002,entrenamiento
pergamino,2024-25,0,-60.442919,-33.741396,747,1855,300009,entrenamiento
pergamino,2024-25,0,-60.675224,-33.879647,1260,993,600004,entrenamiento
pergamino,2024-25,0,-60.523768,-34.132971,2200,1555,1100007,entrenamiento
pergamino,2024-25,0,-60.780327,-33.914411,1389,603,600003,entrenamiento
pergamino,2024-25,0,-60.669834,-33.895547,1319,1013,600005,entrenamiento
pergamino,2024-25,0,-60.505173,-33.655697,429,1624,200008,entrenamiento
pergamino,2024-25,0,-60.422438,-33.863207,1199,1931,500009,entrenamiento
pergamino,2024-25,0,-60.478493,-33.716333,654,1723,300008,entrenamiento
pergamino,2024-25,0,-60.353447,-33.692078,564,2187,200010,entrenamiento
pergamino,2024-25,0,-60.484152,-33.663512,458,1702,200008,entrenamiento
pergamino,2024-25,0,-60.448309,-33.778856,886,1835,400009,entrenamiento
pergamino,2024-25,0,-60.485499,-33.714446,647,1697,300008,entrenamiento
pergamino,2024-25,0,-60.274216,-33.694234,572,2481,200012,entrenamiento
pergamino,2024-25,0,-60.606503,-33.997685,1698,1248,800006,entrenamiento
pergamino,2024-25,0,-60.546136,-33.713368,643,1472,300007,entrenamiento
pergamino,2024-25,0,-60.524576,-33.859434,1185,1552,500007,entrenamiento
pergamino,2024-25,0,-60.3998,-33.663242,457,2015,200010,entrenamiento
pergamino,2024-25,0,-60.722385,-33.89932,1333,818,600004,entrenamiento
pergamino,2024-25,0,-60.691393,-33.802032,972,933,400004,entrenamiento
pergamino,2024-25,0,-60.803234,-33.853506,1163,518,500002,entrenamiento
pergamino,2024-25,0,-60.825063,-33.613655,273,437,100002,entrenamiento
pergamino,2024-25,0,-60.507329,-33.672675,492,1616,200008,entrenamiento
pergamino,2024-25,0,-60.764426,-33.890157,1299,662,600003,entrenamiento
pergamino,2024-25,0,-60.393602,-33.663781,459,2038,200010,entrenamiento
pergamino,2024-25,0,-60.605425,-33.920879,1413,1252,700006,entrenamiento
pergamino,2024-25,0,-60.673607,-33.822514,1048,999,500004,entrenamiento
pergamino,2024-25,0,-60.564461,-33.938666,1479,1404,700007,entrenamiento
pergamino,2024-25,0,-60.422707,-33.76592,838,1930,400009,entrenamiento
pergamino,2024-25,0,-60.540746,-34.017358,1771,1492,800007,entrenamiento
pergamino,2024-25,0,-60.269365,-33.921957,1417,2499,700012,entrenamiento
pergamino,2024-25,0,-60.617552,-33.914142,1388,1207,600006,entrenamiento
pergamino,2024-25,0,-60.52808,-33.911986,1380,1539,600007,entrenamiento
pergamino,2024-25,0,-60.817247,-33.729269,702,466,300002,entrenamiento
pergamino,2024-25,0,-60.481996,-33.650846,411,1710,200008,entrenamiento
pergamino,2024-25,0,-60.521342,-33.867789,1216,1564,600007,entrenamiento
pergamino,2024-25,0,-60.262088,-33.743552,755,2526,300012,entrenamiento
pergamino,2024-25,0,-60.291463,-33.814968,1020,2417,500012,entrenamiento
pergamino,2024-25,0,-60.547483,-33.95241,1530,1467,700007,entrenamiento
pergamino,2024-25,0,-60.313562,-33.699085,590,2335,200011,entrenamiento
pergamino,2024-25,0,-60.93286,-33.860512,1189,37,500000,entrenamiento
pergamino,2024-25,0,-60.707024,-33.692078,564,875,200004,entrenamiento
pergamino,2024-25,0,-60.539129,-33.668632,477,1498,200007,entrenamiento
pergamino,2024-25,0,-60.688159,-33.892852,1309,945,600004,entrenamiento
pergamino,2024-25,0,-60.736668,-33.897433,1326,765,600003,entrenamiento
pergamino,2024-25,0,-60.761462,-33.956183,1544,673,700003,entrenamiento
pergamino,2024-25,0,-60.267748,-33.997685,1698,2505,800012,entrenamiento
pergamino,2024-25,0,-60.445345,-33.830329,1077,1846,500009,entrenamiento
pergamino,2024-25,0,-60.231636,-33.662164,453,2639,200013,entrenamiento
pergamino,2024-25,0,-60.573894,-33.944325,1500,1369,700006,entrenamiento
pergamino,2024-25,0,-60.803234,-33.832485,1085,518,500002,entrenamiento
pergamino,2024-25,0,-60.624289,-34.006039,1729,1182,800005,entrenamiento
pergamino,2024-25,0,-60.853899,-33.726574,692,330,300001,entrenamiento
pergamino,2024-25,0,-60.715648,-33.593982,200,843,100004,entrenamiento
pergamino,2024-25,0,-60.788411,-33.832754,1086,573,500002,entrenamiento
pergamino,2024-25,0,-60.750682,-33.893391,1311,713,600003,entrenamiento
pergamino,2024-25,0,-60.784908,-33.917376,1400,586,700002,entrenamiento
pergamino,2024-25,0,-60.54937,-33.716602,655,1460,300007,entrenamiento
pergamino,2024-25,0,-60.440763,-34.003075,1718,1863,800009,entrenamiento
pergamino,2024-25,0,-60.375546,-33.80338,977,2105,400010,entrenamiento
pergamino,2024-25,0,-60.643962,-33.802841,975,1109,400005,entrenamiento
pergamino,2024-25,0,-60.559071,-33.836258,1099,1424,500007,entrenamiento
pergamino,2024-25,0,-60.383361,-33.928156,1440,2076,700010,entrenamiento
pergamino,2024-25,0,-60.523498,-33.943517,1497,1556,700007,entrenamiento
pergamino,2024-25,0,-60.55449,-33.730077,705,1441,300007,entrenamiento
pergamino,2024-25,0,-60.647466,-33.904171,1351,1096,600005,entrenamiento
pergamino,2024-25,0,-60.507329,-34.137553,2217,1616,1100008,entrenamiento
pergamino,2024-25,0,-60.746101,-33.889887,1298,730,600003,entrenamiento
pergamino,2024-25,0,-60.266939,-33.897164,1325,2508,600012,entrenamiento
pergamino,2024-25,0,-60.562036,-33.948637,1516,1413,700007,entrenamiento
pergamino,2024-25,0,-60.327845,-33.727113,694,2282,300011,entrenamiento
pergamino,2024-25,0,-60.598148,-33.869945,1224,1279,600006,entrenamiento
pergamino,2024-25,0,-60.723463,-33.933545,1460,814,700004,entrenamiento
pergamino,2024-25,0,-60.562844,-33.653541,421,1410,200007,entrenamiento
pergamino,2024-25,0,-60.802695,-33.841648,1119,520,500002,entrenamiento
pergamino,2024-25,0,-60.243224,-33.703128,605,2596,300012,entrenamiento
pergamino,2024-25,0,-60.46906,-33.71256,640,1758,300008,entrenamiento
pergamino,2024-25,0,-60.724811,-33.630095,334,809,100004,entrenamiento
pergamino,2024-25,0,-60.724272,-33.992565,1679,811,800004,entrenamiento
pergamino,2024-25,0,-60.589255,-33.922766,1420,1312,700006,entrenamiento
pergamino,2024-25,0,-60.909684,-33.835449,1096,123,500000,entrenamiento
pergamino,2024-25,0,-60.825602,-33.550324,38,435,2,entrenamiento
pergamino,2024-25,0,-60.536973,-33.698277,587,1506,200007,entrenamiento
pergamino,2024-25,0,-60.263705,-33.754062,794,2520,300012,entrenamiento
pergamino,2024-25,0,-60.240798,-33.698816,589,2605,200013,entrenamiento
pergamino,2024-25,0,-60.846892,-33.638179,364,356,100001,entrenamiento
pergamino,2024-25,0,-60.457742,-33.68049,521,1800,200009,entrenamiento
pergamino,2024-25,0,-60.214927,-33.790983,931,2701,400013,entrenamiento
pergamino,2024-25,0,-60.834225,-33.624974,315,403,100002,entrenamiento
pergamino,2024-25,0,-60.584673,-33.926808,1435,1329,700006,entrenamiento
pergamino,2024-25,0,-60.658784,-33.758104,809,1054,400005,entrenamiento
pergamino,2024-25,0,-60.413005,-34.031102,1822,1966,900009,entrenamiento
pergamino,2024-25,0,-60.473911,-33.666746,470,1740,200008,entrenamiento
pergamino,2024-25,0,-60.518647,-33.875335,1244,1574,600007,entrenamiento
pergamino,2024-25,0,-60.412197,-33.802841,975,1969,400009,entrenamiento
pergamino,2024-25,0,-60.486577,-33.721992,675,1693,300008,entrenamiento
pergamino,2024-25,0,-60.433218,-34.073144,1978,1891,900009,entrenamiento
pergamino,2024-25,0,-60.58656,-33.802032,972,1322,400006,entrenamiento
pergamino,2024-25,0,-60.422168,-33.983671,1646,1932,800009,entrenamiento
pergamino,2024-25,0,-60.802425,-33.643569,384,521,100002,entrenamiento
pergamino,2024-25,0,-60.529158,-33.942169,1492,1535,700007,entrenamiento
